WC_year,ID,Team,WC_Group,Position,Player,Bdate,Age,Caps,Goals,WC_Goals,League,Club
2022,814,Uruguay,H,Forward,Luis Suárez,,35,134,68,7,Uruguay,Nacional
2022,815,Uruguay,H,Midfielder,Giorgian de Arrascaeta,,28,40,8,0,Brazil,Flamengo
2022,816,Uruguay,H,Forward,Darwin Núñez,,23,13,3,0,England,Liverpool
2022,817,Uruguay,H,Goalkeeper,Sebastián Sosa,,36,1,0,0,Argentina,Independiente
2022,818,Uruguay,H,Defender,Guillermo Varela,,29,9,0,0,Brazil,Flamengo
2022,819,Uruguay,H,Midfielder,Lucas Torreira,,26,40,0,0,Turkey,Galatasaray
2022,820,Uruguay,H,Midfielder,Federico Valverde,,24,44,4,0,Spain,Real Madrid
2022,821,Uruguay,H,Defender,Mathías Olivera,,25,8,0,0,Italy,Napoli
2022,822,Uruguay,H,Defender,Matías Viña,,25,26,0,0,Italy,Roma
2022,823,Uruguay,H,Forward,Maxi Gómez,,26,27,4,0,Turkey,Trabzonspor
2022,824,Uruguay,H,Defender,Sebastián Coates,,32,47,1,0,Portugal,Sporting CP
2022,825,Uruguay,H,Forward,Facundo Torres,,22,10,0,0,United States,Orlando City SC
2022,826,Uruguay,H,Forward,Edinson Cavani,,35,133,58,5,Spain,Valencia
2022,827,Uruguay,H,Defender,Martín Cáceres,,35,115,4,0,United States,LA Galaxy
2022,828,Uruguay,H,Goalkeeper,Sergio Rochet,,29,8,0,0,Uruguay,Nacional
2022,829,Uruguay,H,Midfielder,Agustín Canobbio,,24,3,0,0,Brazil,Athletico Paranaense
2022,830,Uruguay,H,Midfielder,Manuel Ugarte,,21,6,0,0,Portugal,Sporting CP
2022,831,Uruguay,H,Defender,José Luis Rodríguez,,25,0,0,0,Uruguay,Nacional
